Year,Month,FIPS,Beverage,Gallons,Ethanol,Population,PerCapita,State,Month.1,Month - Year (Word),Month - Year (Numeric),Month - Year (Date)
2018,11,51,1,1095807,450377,7056421,0.0638,Virginia,November,November 2018,11 2018,2018-11-01
2018,11,55,1,1484312,610052,4829270,0.1263,Wisconsin,November,November 2018,11 2018,2018-11-01
2018,11,2,2,215188,27759,590760,0.047,Alaska,November,November 2018,11 2018,2018-11-01
2018,11,5,2,359949,46433,2465297,0.0188,Arkansas,November,November 2018,11 2018,2018-11-01
2018,11,8,2,1806804,233078,4715895,0.0494,Colorado,November,November 2018,11 2018,2018-11-01
2018,11,9,2,1390996,179438,3019150,0.0594,Connecticut,November,November 2018,11 2018,2018-11-01
2018,11,10,2,411346,53064,808146,0.0657,Delaware,November,November 2018,11 2018,2018-11-01
2018,11,12,2,7779581,1003566,17980787,0.0558,Florida,November,November 2018,11 2018,2018-11-01
2018,11,17,2,3578774,461662,10533371,0.0438,Illinois,November,November 2018,11 2018,2018-11-01
2018,11,21,2,569180,73424,3681254,0.0199,Kentucky,November,November 2018,11 2018,2018-11-01
2018,11,22,2,957216,123481,3803169,0.0325,Louisiana,November,November 2018,11 2018,2018-11-01
2018,11,25,2,2773591,357793,5844357,0.0612,Massachusetts,November,November 2018,11 2018,2018-11-01
2018,11,29,2,1342537,173187,5056750,0.0342,Missouri,November,November 2018,11 2018,2018-11-01
2018,11,38,2,182788,23580,615077,0.0383,North Dakota,November,November 2018,11 2018,2018-11-01
2018,11,41,2,1368206,176499,3509161,0.0503,Oregon,November,November 2018,11 2018,2018-11-01
2018,11,47,2,1316964,169888,5605408,0.0303,Tennessee,November,November 2018,11 2018,2018-11-01
2018,11,48,2,5323180,686690,22899863,0.03,Texas,November,November 2018,11 2018,2018-11-01
2018,11,49,2,372146,48007,2429711,0.0198,Utah,November,November 2018,11 2018,2018-11-01
2018,11,51,2,2655317,342536,7056421,0.0485,Virginia,November,November 2018,11 2018,2018-11-01
2018,11,55,2,1422139,183456,4829270,0.038,Wisconsin,November,November 2018,11 2018,2018-11-01
2018,11,2,3,973567,43811,590760,0.0742,Alaska,November,November 2018,11 2018,2018-11-01
2018,11,5,3,4380433,197120,2465297,0.08,Arkansas,November,November 2018,11 2018,2018-11-01
2018,11,8,3,9287564,417940,4715895,0.0886,Colorado,November,November 2018,11 2018,2018-11-01
2018,11,9,3,4060576,182726,3019150,0.0605,Connecticut,November,November 2018,11 2018,2018-11-01
2018,11,10,3,1488273,66972,808146,0.0829,Delaware,November,November 2018,11 2018,2018-11-01
2018,11,12,3,36681679,1650676,17980787,0.0918,Florida,November,November 2018,11 2018,2018-11-01
2018,11,17,3,19827031,892216,10533371,0.0847,Illinois,November,November 2018,11 2018,2018-11-01
2018,11,20,3,4254687,191461,2364319,0.081,Kansas,November,November 2018,11 2018,2018-11-01
2018,11,21,3,5061122,227750,3681254,0.0619,Kentucky,November,November 2018,11 2018,2018-11-01
2018,11,25,3,7966432,358489,5844357,0.0613,Massachusetts,November,November 2018,11 2018,2018-11-01
2018,11,29,3,9289531,418029,5056750,0.0827,Missouri,November,November 2018,11 2018,2018-11-01
2018,11,38,3,1465749,65959,615077,0.1072,North Dakota,November,November 2018,11 2018,2018-11-01
2018,11,41,3,7385184,332333,3509161,0.0947,Oregon,November,November 2018,11 2018,2018-11-01
2018,11,47,3,10594725,476763,5605408,0.0851,Tennessee,November,November 2018,11 2018,2018-11-01
2018,11,48,3,50724282,2282593,22899863,0.0997,Texas,November,November 2018,11 2018,2018-11-01
2018,11,51,3,12059464,542676,7056421,0.0769,Virginia,November,November 2018,11 2018,2018-11-01
2018,12,2,1,165742,68120,590760,0.1153,Alaska,December,December 2018,12 2018,2018-12-01
2018,12,5,1,344947,141773,2465297,0.0575,Arkansas,December,December 2018,12 2018,2018-12-01
2018,12,8,1,1622016,666649,4715895,0.1414,Colorado,December,December 2018,12 2018,2018-12-01
2018,12,9,1,614817,252690,3019150,0.0837,Connecticut,December,December 2018,12 2018,2018-12-01
2018,12,10,1,336995,138505,808146,0.1714,Delaware,December,December 2018,12 2018,2018-12-01
2018,12,12,1,5432807,2232884,17980787,0.1242,Florida,December,December 2018,12 2018,2018-12-01
2018,12,17,1,2655303,1091330,10533371,0.1036,Illinois,December,December 2018,12 2018,2018-12-01
2018,12,20,1,493104,202666,2364319,0.0857,Kansas,December,December 2018,12 2018,2018-12-01
2018,12,21,1,371157,152546,3681254,0.0414,Kentucky,December,December 2018,12 2018,2018-12-01
2018,12,22,1,744776,306103,3803169,0.0805,Louisiana,December,December 2018,12 2018,2018-12-01
2018,12,25,1,1718026,706108,5844357,0.1208,Massachusetts,December,December 2018,12 2018,2018-12-01
2018,12,29,1,1043505,428880,5056750,0.0848,Missouri,December,December 2018,12 2018,2018-12-01
2018,12,38,1,217572,89422,615077,0.1454,North Dakota,December,December 2018,12 2018,2018-12-01
2018,12,47,1,1062782,436803,5605408,0.0779,Tennessee,December,December 2018,12 2018,2018-12-01
2018,12,48,1,3724451,1530749,22899863,0.0668,Texas,December,December 2018,12 2018,2018-12-01
2018,12,49,1,312279,128347,2429711,0.0528,Utah,December,December 2018,12 2018,2018-12-01
2018,12,51,1,1309657,538269,7056421,0.0763,Virginia,December,December 2018,12 2018,2018-12-01
2018,12,55,1,1021550,419857,4829270,0.0869,Wisconsin,December,December 2018,12 2018,2018-12-01
2018,12,2,2,225254,29058,590760,0.0492,Alaska,December,December 2018,12 2018,2018-12-01
2018,12,5,2,418345,53967,2465297,0.0219,Arkansas,December,December 2018,12 2018,2018-12-01
2018,12,8,2,1988749,256549,4715895,0.0544,Colorado,December,December 2018,12 2018,2018-12-01
2018,12,9,2,1331032,171703,3019150,0.0569,Connecticut,December,December 2018,12 2018,2018-12-01
2018,12,10,2,484331,62479,808146,0.0773,Delaware,December,December 2018,12 2018,2018-12-01
2018,12,12,2,7986033,1030198,17980787,0.0573,Florida,December,December 2018,12 2018,2018-12-01
2018,12,17,2,3994377,515275,10533371,0.0489,Illinois,December,December 2018,12 2018,2018-12-01
2018,12,21,2,340984,43987,3681254,0.0119,Kentucky,December,December 2018,12 2018,2018-12-01
2018,12,22,2,942114,121533,3803169,0.032,Louisiana,December,December 2018,12 2018,2018-12-01
2018,12,25,2,3380994,436148,5844357,0.0746,Massachusetts,December,December 2018,12 2018,2018-12-01
2018,12,29,2,1310524,169058,5056750,0.0334,Missouri,December,December 2018,12 2018,2018-12-01
2018,12,38,2,207604,26781,615077,0.0435,North Dakota,December,December 2018,12 2018,2018-12-01
2018,12,41,2,1447897,186779,3509161,0.0532,Oregon,December,December 2018,12 2018,2018-12-01
2018,12,47,2,1315194,169660,5605408,0.0303,Tennessee,December,December 2018,12 2018,2018-12-01
2018,12,48,2,5636307,727084,22899863,0.0318,Texas,December,December 2018,12 2018,2018-12-01
2018,12,49,2,370384,47780,2429711,0.0197,Utah,December,December 2018,12 2018,2018-12-01
2018,12,51,2,2642822,340924,7056421,0.0483,Virginia,December,December 2018,12 2018,2018-12-01
2018,12,55,2,1309617,168941,4829270,0.035,Wisconsin,December,December 2018,12 2018,2018-12-01
2018,12,2,3,970535,43674,590760,0.0739,Alaska,December,December 2018,12 2018,2018-12-01
2018,12,5,3,3625796,163161,2465297,0.0662,Arkansas,December,December 2018,12 2018,2018-12-01
2018,12,8,3,9212772,414575,4715895,0.0879,Colorado,December,December 2018,12 2018,2018-12-01
2018,12,9,3,4321888,194485,3019150,0.0644,Connecticut,December,December 2018,12 2018,2018-12-01
2018,12,10,3,1542939,69432,808146,0.0859,Delaware,December,December 2018,12 2018,2018-12-01
2018,12,12,3,35582602,1601217,17980787,0.0891,Florida,December,December 2018,12 2018,2018-12-01
2018,12,17,3,20727202,932724,10533371,0.0885,Illinois,December,December 2018,12 2018,2018-12-01
2018,12,20,3,3609092,162409,2364319,0.0687,Kansas,December,December 2018,12 2018,2018-12-01
2018,12,21,3,8900807,400536,3681254,0.1088,Kentucky,December,December 2018,12 2018,2018-12-01
2018,12,25,3,8298399,373428,5844357,0.0639,Massachusetts,December,December 2018,12 2018,2018-12-01
2018,12,29,3,8842900,397930,5056750,0.0787,Missouri,December,December 2018,12 2018,2018-12-01
2018,12,38,3,1500258,67512,615077,0.1098,North Dakota,December,December 2018,12 2018,2018-12-01
2018,12,41,3,6662312,299804,3509161,0.0854,Oregon,December,December 2018,12 2018,2018-12-01
2018,12,47,3,9476078,426424,5605408,0.0761,Tennessee,December,December 2018,12 2018,2018-12-01
2018,12,48,3,50219365,2259871,22899863,0.0987,Texas,December,December 2018,12 2018,2018-12-01
2018,12,51,3,11578500,521033,7056421,0.0738,Virginia,December,December 2018,12 2018,2018-12-01
2019,1,2,1,112835,46375,589481,0.0787,Alaska,January,January 2019,1 2019,2019-01-01
2019,1,5,1,349681,143719,2476087,0.057999999999999996,Arkansas,January,January 2019,1 2019,2019-01-01
2019,1,8,1,889500,365585,4789291,0.0763,Colorado,January,January 2019,1 2019,2019-01-01
2019,1,9,1,614817,252690,3019188,0.0837,Connecticut,January,January 2019,1 2019,2019-01-01
2019,1,10,1,210789,86634,816603,0.1061,Delaware,January,January 2019,1 2019,2019-01-01
2019,1,12,1,3281500,1348697,18207522,0.0741,Florida,January,January 2019,1 2019,2019-01-01
2019,1,17,1,1121828,461071,10512479,0.0439,Illinois,January,January 2019,1 2019,2019-01-01
2019,1,20,1,404282,166160,2371396,0.0701,Kansas,January,January 2019,1 2019,2019-01-01
2019,1,21,1,1113109,457488,3691561,0.1239,Kentucky,January,January 2019,1 2019,2019-01-01
2019,1,22,1,583408,239780,3799736,0.0631,Louisiana,January,January 2019,1 2019,2019-01-01
2019,1,25,1,715974,294265,5862386,0.0502,Massachusetts,January,January 2019,1 2019,2019-01-01
2019,1,29,1,835196,343266,5077875,0.0676,Missouri,January,January 2019,1 2019,2019-01-01
2019,1,38,1,129706,53309,617880,0.0863,North Dakota,January,January 2019,1 2019,2019-01-01
2019,1,47,1,1183280,486328,5661532,0.0859,Tennessee,January,January 2019,1 2019,2019-01-01
2019,1,48,1,4322857,1776694,23257363,0.0764,Texas,January,January 2019,1 2019,2019-01-01
2019,1,49,1,311060,127846,2484352,0.0515,Utah,January,January 2019,1 2019,2019-01-01
2019,1,51,1,871692,358265,7094962,0.0505,Virginia,January,January 2019,1 2019,2019-01-01
2019,1,55,1,1479955,608262,4851640,0.1254,Wisconsin,January,January 2019,1 2019,2019-01-01
2019,1,2,2,147783,19064,589481,0.0323,Alaska,January,January 2019,1 2019,2019-01-01
2019,1,5,2,361037,46574,2476087,0.0188,Arkansas,January,January 2019,1 2019,2019-01-01
2019,1,8,2,1265000,163185,4789291,0.0341,Colorado,January,January 2019,1 2019,2019-01-01
2019,1,9,2,1331032,171703,3019188,0.0569,Connecticut,January,January 2019,1 2019,2019-01-01
2019,1,10,2,303974,39213,816603,0.048,Delaware,January,January 2019,1 2019,2019-01-01
2019,1,12,2,6757783,871754,18207522,0.0479,Florida,January,January 2019,1 2019,2019-01-01
2019,1,17,2,2116018,272966,10512479,0.026000000000000002,Illinois,January,January 2019,1 2019,2019-01-01
2019,1,21,2,956386,123374,3691561,0.0334,Kentucky,January,January 2019,1 2019,2019-01-01
2019,1,22,2,649340,83765,3799736,0.022000000000000002,Louisiana,January,January 2019,1 2019,2019-01-01
2019,1,25,2,1417057,182800,5862386,0.0312,Massachusetts,January,January 2019,1 2019,2019-01-01
2019,1,29,2,1291658,166624,5077875,0.0328,Missouri,January,January 2019,1 2019,2019-01-01
2019,1,38,2,96440,12441,617880,0.0201,North Dakota,January,January 2019,1 2019,2019-01-01
2019,1,41,2,1517931,195813,3547474,0.0552,Oregon,January,January 2019,1 2019,2019-01-01
2019,1,47,2,1725599,222602,5661532,0.0393,Tennessee,January,January 2019,1 2019,2019-01-01
2019,1,48,2,5959540,768781,23257363,0.0331,Texas,January,January 2019,1 2019,2019-01-01
2019,1,49,2,346782,44735,2484352,0.018000000000000002,Utah,January,January 2019,1 2019,2019-01-01
2019,1,51,2,2096768,270483,7094962,0.0381,Virginia,January,January 2019,1 2019,2019-01-01
2019,1,55,2,1249855,161231,4851640,0.0332,Wisconsin,January,January 2019,1 2019,2019-01-01
2019,1,2,3,873240,39296,589481,0.0667,Alaska,January,January 2019,1 2019,2019-01-01
2019,1,5,3,2588267,116472,2476087,0.047,Arkansas,January,January 2019,1 2019,2019-01-01
2019,1,8,3,9870200,444159,4789291,0.0927,Colorado,January,January 2019,1 2019,2019-01-01
2019,1,9,3,4321888,194485,3019188,0.0644,Connecticut,January,January 2019,1 2019,2019-01-01
2019,1,10,3,1222898,55030,816603,0.0674,Delaware,January,January 2019,1 2019,2019-01-01
2019,1,12,3,32535327,1464090,18207522,0.0804,Florida,January,January 2019,1 2019,2019-01-01
2019,1,17,3,15650982,704294,10512479,0.067,Illinois,January,January 2019,1 2019,2019-01-01
2019,1,20,3,3645000,164025,2371396,0.0692,Kansas,January,January 2019,1 2019,2019-01-01
2019,1,21,3,4951258,222807,3691561,0.0604,Kentucky,January,January 2019,1 2019,2019-01-01
2019,1,25,3,8561962,385288,5862386,0.0657,Massachusetts,January,January 2019,1 2019,2019-01-01
2019,1,29,3,8527874,383754,5077875,0.0756,Missouri,January,January 2019,1 2019,2019-01-01
2019,1,38,3,1589363,71521,617880,0.1158,North Dakota,January,January 2019,1 2019,2019-01-01
2019,1,41,3,6810339,306465,3547474,0.0864,Oregon,January,January 2019,1 2019,2019-01-01
2019,1,47,3,9164881,412420,5661532,0.0728,Tennessee,January,January 2019,1 2019,2019-01-01
2019,1,48,3,51497846,2317403,23257363,0.0996,Texas,January,January 2019,1 2019,2019-01-01
2019,1,51,3,10844087,487984,7094962,0.0688,Virginia,January,January 2019,1 2019,2019-01-01
2019,2,2,1,121494,49934,589481,0.0847,Alaska,February,February 2019,2 2019,2019-02-01
2019,2,5,1,294517,121047,2476087,0.0489,Arkansas,February,February 2019,2 2019,2019-02-01
2019,2,8,1,994500,408740,4789291,0.0853,Colorado,February,February 2019,2 2019,2019-02-01
2019,2,9,1,613008,251946,3019188,0.0834,Connecticut,February,February 2019,2 2019,2019-02-01
2019,2,10,1,229758,94431,816603,0.1156,Delaware,February,February 2019,2 2019,2019-02-01
2019,2,12,1,3487661,1433429,18207522,0.0787,Florida,February,February 2019,2 2019,2019-02-01
2019,2,17,1,1543757,634484,10512479,0.0604,Illinois,February,February 2019,2 2019,2019-02-01
2019,2,20,1,374496,153918,2371396,0.0649,Kansas,February,February 2019,2 2019,2019-02-01
2019,2,21,1,482628,198360,3691561,0.0537,Kentucky,February,February 2019,2 2019,2019-02-01
2019,2,22,1,627077,257729,3799736,0.0678,Louisiana,February,February 2019,2 2019,2019-02-01
2019,2,25,1,853131,350637,5862386,0.0598,Massachusetts,February,February 2019,2 2019,2019-02-01
2019,2,29,1,913500,375449,5077875,0.0739,Missouri,February,February 2019,2 2019,2019-02-01
2019,2,38,1,152591,62715,617880,0.1015,North Dakota,February,February 2019,2 2019,2019-02-01
2019,2,47,1,843754,346783,5661532,0.0613,Tennessee,February,February 2019,2 2019,2019-02-01
2019,2,48,1,3337450,1371692,23257363,0.059000000000000004,Texas,February,February 2019,2 2019,2019-02-01
2019,2,49,1,254353,104539,2484352,0.0421,Utah,February,February 2019,2 2019,2019-02-01
2019,2,51,1,880730,361980,7094962,0.051,Virginia,February,February 2019,2 2019,2019-02-01
2019,2,55,1,993360,408271,4851640,0.0842,Wisconsin,February,February 2019,2 2019,2019-02-01
2019,2,2,2,167047,21549,589481,0.0366,Alaska,February,February 2019,2 2019,2019-02-01
2019,2,5,2,423041,54572,2476087,0.022000000000000002,Arkansas,February,February 2019,2 2019,2019-02-01
2019,2,8,2,1509800,194764,4789291,0.0407,Colorado,February,February 2019,2 2019,2019-02-01
2019,2,9,2,969487,125064,3019188,0.0414,Connecticut,February,February 2019,2 2019,2019-02-01
2019,2,10,2,328979,42438,816603,0.052000000000000005,Delaware,February,February 2019,2 2019,2019-02-01
2019,2,12,2,6738948,869324,18207522,0.0477,Florida,February,February 2019,2 2019,2019-02-01
2019,2,17,2,2752402,355060,10512479,0.0338,Illinois,February,February 2019,2 2019,2019-02-01
2019,2,21,2,434416,56040,3691561,0.0152,Kentucky,February,February 2019,2 2019,2019-02-01
2019,2,22,2,736633,95026,3799736,0.025,Louisiana,February,February 2019,2 2019,2019-02-01
2019,2,25,2,1856566,239497,5862386,0.0409,Massachusetts,February,February 2019,2 2019,2019-02-01
2019,2,29,2,1103098,142300,5077875,0.027999999999999997,Missouri,February,February 2019,2 2019,2019-02-01
2019,2,38,2,102301,13197,617880,0.0214,North Dakota,February,February 2019,2 2019,2019-02-01
2019,2,41,2,1148370,148140,3547474,0.0418,Oregon,February,February 2019,2 2019,2019-02-01
2019,2,47,2,1037116,133788,5661532,0.0236,Tennessee,February,February 2019,2 2019,2019-02-01
2019,2,48,2,4511379,581968,23257363,0.025,Texas,February,February 2019,2 2019,2019-02-01
2019,2,49,2,291539,37609,2484352,0.0151,Utah,February,February 2019,2 2019,2019-02-01
2019,2,51,2,1997558,257685,7094962,0.0363,Virginia,February,February 2019,2 2019,2019-02-01
2019,2,55,2,1193185,153921,4851640,0.0317,Wisconsin,February,February 2019,2 2019,2019-02-01
2019,2,2,3,798394,35928,589481,0.0609,Alaska,February,February 2019,2 2019,2019-02-01
2019,2,5,3,3766917,169511,2476087,0.0685,Arkansas,February,February 2019,2 2019,2019-02-01
2019,2,8,3,7869800,354141,4789291,0.0739,Colorado,February,February 2019,2 2019,2019-02-01
2019,2,9,3,3254323,146445,3019188,0.0485,Connecticut,February,February 2019,2 2019,2019-02-01
2019,2,10,3,1145118,51530,816603,0.0631,Delaware,February,February 2019,2 2019,2019-02-01
2019,2,12,3,31784765,1430314,18207522,0.0786,Florida,February,February 2019,2 2019,2019-02-01
2019,2,17,3,16252766,731374,10512479,0.0696,Illinois,February,February 2019,2 2019,2019-02-01
2019,2,20,3,4040178,181808,2371396,0.0767,Kansas,February,February 2019,2 2019,2019-02-01
2019,2,21,3,2539880,114295,3691561,0.031,Kentucky,February,February 2019,2 2019,2019-02-01
2019,2,25,3,7562374,340307,5862386,0.057999999999999996,Massachusetts,February,February 2019,2 2019,2019-02-01
2019,2,29,3,3866220,173980,5077875,0.0343,Missouri,February,February 2019,2 2019,2019-02-01
2019,2,38,3,1246883,56110,617880,0.0908,North Dakota,February,February 2019,2 2019,2019-02-01
2019,2,41,3,6489936,292047,3547474,0.0823,Oregon,February,February 2019,2 2019,2019-02-01
2019,2,47,3,9081217,408655,5661532,0.0722,Tennessee,February,February 2019,2 2019,2019-02-01
2019,2,48,3,43688468,1965981,23257363,0.0845,Texas,February,February 2019,2 2019,2019-02-01
2019,2,51,3,9654010,434430,7094962,0.0612,Virginia,February,February 2019,2 2019,2019-02-01
2019,3,2,1,148174,60900,589481,0.1033,Alaska,March,March 2019,3 2019,2019-03-01
2019,3,5,1,346312,142334,2476087,0.0575,Arkansas,March,March 2019,3 2019,2019-03-01
2019,3,8,1,1179300,484692,4789291,0.1012,Colorado,March,March 2019,3 2019,2019-03-01
2019,3,9,1,559154,229812,3019188,0.0761,Connecticut,March,March 2019,3 2019,2019-03-01
2019,3,10,1,248856,102280,816603,0.1253,Delaware,March,March 2019,3 2019,2019-03-01
2019,3,12,1,4563359,1875541,18207522,0.10300000000000001,Florida,March,March 2019,3 2019,2019-03-01
2019,3,17,1,1740171,715210,10512479,0.068,Illinois,March,March 2019,3 2019,2019-03-01
2019,3,20,1,347835,142960,2371396,0.0603,Kansas,March,March 2019,3 2019,2019-03-01
2019,3,21,1,525623,216031,3691561,0.0585,Kentucky,March,March 2019,3 2019,2019-03-01
2019,3,22,1,642012,263867,3799736,0.0694,Louisiana,March,March 2019,3 2019,2019-03-01
2019,3,25,1,1097400,451031,5862386,0.0769,Massachusetts,March,March 2019,3 2019,2019-03-01
2019,3,29,1,1066996,438535,5077875,0.0864,Missouri,March,March 2019,3 2019,2019-03-01
2019,3,38,1,154488,63494,617880,0.1028,North Dakota,March,March 2019,3 2019,2019-03-01
2019,3,47,1,855005,351407,5661532,0.0621,Tennessee,March,March 2019,3 2019,2019-03-01
2019,3,48,1,2996012,1231361,23257363,0.0529,Texas,March,March 2019,3 2019,2019-03-01
2019,3,49,1,259853,106800,2484352,0.043,Utah,March,March 2019,3 2019,2019-03-01
2019,3,51,1,1005870,413413,7094962,0.0583,Virginia,March,March 2019,3 2019,2019-03-01
2019,3,55,1,1096995,450865,4851640,0.0929,Wisconsin,March,March 2019,3 2019,2019-03-01
2019,3,2,2,181054,23356,589481,0.0396,Alaska,March,March 2019,3 2019,2019-03-01
2019,3,5,2,355692,45884,2476087,0.0185,Arkansas,March,March 2019,3 2019,2019-03-01
2019,3,8,2,1457600,188030,4789291,0.0393,Colorado,March,March 2019,3 2019,2019-03-01
2019,3,9,2,1110380,143239,3019188,0.0474,Connecticut,March,March 2019,3 2019,2019-03-01
2019,3,10,2,295270,38090,816603,0.0466,Delaware,March,March 2019,3 2019,2019-03-01
2019,3,12,2,6801495,877393,18207522,0.0482,Florida,March,March 2019,3 2019,2019-03-01
2019,3,17,2,2739196,353356,10512479,0.0336,Illinois,March,March 2019,3 2019,2019-03-01
2019,3,21,2,468460,60431,3691561,0.0164,Kentucky,March,March 2019,3 2019,2019-03-01
2019,3,22,2,665549,85856,3799736,0.0226,Louisiana,March,March 2019,3 2019,2019-03-01
2019,3,25,2,1972242,254419,5862386,0.0434,Massachusetts,March,March 2019,3 2019,2019-03-01
2019,3,29,2,1218399,157173,5077875,0.031,Missouri,March,March 2019,3 2019,2019-03-01
2019,3,38,2,114188,14730,617880,0.0238,North Dakota,March,March 2019,3 2019,2019-03-01
2019,3,41,2,804219,103744,3547474,0.0292,Oregon,March,March 2019,3 2019,2019-03-01
2019,3,47,2,1033978,133383,5661532,0.0236,Tennessee,March,March 2019,3 2019,2019-03-01
2019,3,48,2,4587127,591739,23257363,0.0254,Texas,March,March 2019,3 2019,2019-03-01
2019,3,49,2,293747,37893,2484352,0.0153,Utah,March,March 2019,3 2019,2019-03-01
2019,3,51,2,2024890,261211,7094962,0.0368,Virginia,March,March 2019,3 2019,2019-03-01
2019,3,55,2,903526,116555,4851640,0.024,Wisconsin,March,March 2019,3 2019,2019-03-01
2019,3,2,3,991958,44638,589481,0.0757,Alaska,March,March 2019,3 2019,2019-03-01
2019,3,5,3,3351550,150820,2476087,0.0609,Arkansas,March,March 2019,3 2019,2019-03-01
2019,3,8,3,9144200,411489,4789291,0.0859,Colorado,March,March 2019,3 2019,2019-03-01
2019,3,9,3,3908561,175885,3019188,0.0583,Connecticut,March,March 2019,3 2019,2019-03-01
2019,3,10,3,1540971,69344,816603,0.0849,Delaware,March,March 2019,3 2019,2019-03-01
2019,3,12,3,38337662,1725195,18207522,0.0948,Florida,March,March 2019,3 2019,2019-03-01
2019,3,17,3,18470241,831161,10512479,0.0791,Illinois,March,March 2019,3 2019,2019-03-01
2019,3,20,3,3191237,143606,2371396,0.0606,Kansas,March,March 2019,3 2019,2019-03-01
2019,3,21,3,5416692,243751,3691561,0.066,Kentucky,March,March 2019,3 2019,2019-03-01
2019,3,25,3,9188115,413465,5862386,0.0705,Massachusetts,March,March 2019,3 2019,2019-03-01
2019,3,29,3,15450133,695256,5077875,0.1369,Missouri,March,March 2019,3 2019,2019-03-01
2019,3,38,3,1648439,74180,617880,0.1201,North Dakota,March,March 2019,3 2019,2019-03-01
2019,3,41,3,6513284,293098,3547474,0.0826,Oregon,March,March 2019,3 2019,2019-03-01
2019,3,47,3,8238667,370740,5661532,0.0655,Tennessee,March,March 2019,3 2019,2019-03-01
2019,3,48,3,40882717,1839722,23257363,0.0791,Texas,March,March 2019,3 2019,2019-03-01
2019,3,51,3,11077218,498475,7094962,0.0703,Virginia,March,March 2019,3 2019,2019-03-01
2019,4,2,1,134471,55268,589481,0.0938,Alaska,April,April 2019,4 2019,2019-04-01
2019,4,5,1,390798,160618,2476087,0.0649,Arkansas,April,April 2019,4 2019,2019-04-01
2019,4,8,1,1080000,443880,4789291,0.0927,Colorado,April,April 2019,4 2019,2019-04-01
2019,4,9,1,619710,254701,3019188,0.0844,Connecticut,April,April 2019,4 2019,2019-04-01
2019,4,10,1,272217,111881,816603,0.13699999999999998,Delaware,April,April 2019,4 2019,2019-04-01
2019,4,12,1,3980684,1636061,18207522,0.0899,Florida,April,April 2019,4 2019,2019-04-01
2019,4,17,1,1764328,725139,10512479,0.069,Illinois,April,April 2019,4 2019,2019-04-01
2019,4,20,1,382075,157033,2371396,0.0662,Kansas,April,April 2019,4 2019,2019-04-01
2019,4,21,1,646427,265682,3691561,0.07200000000000001,Kentucky,April,April 2019,4 2019,2019-04-01
2019,4,22,1,797989,327974,3799736,0.0863,Louisiana,April,April 2019,4 2019,2019-04-01
2019,4,25,1,1081744,444597,5862386,0.0758,Massachusetts,April,April 2019,4 2019,2019-04-01
2019,4,29,1,1176041,483353,5077875,0.0952,Missouri,April,April 2019,4 2019,2019-04-01
2019,4,38,1,163271,67105,617880,0.1086,North Dakota,April,April 2019,4 2019,2019-04-01
2019,4,47,1,989254,406583,5661532,0.0718,Tennessee,April,April 2019,4 2019,2019-04-01
2019,4,48,1,3101987,1274917,23257363,0.0548,Texas,April,April 2019,4 2019,2019-04-01
2019,4,49,1,249031,102352,2484352,0.0412,Utah,April,April 2019,4 2019,2019-04-01
2019,4,51,1,958907,394111,7094962,0.0555,Virginia,April,April 2019,4 2019,2019-04-01
2019,4,55,1,961913,395346,4851640,0.0815,Wisconsin,April,April 2019,4 2019,2019-04-01
2019,4,2,2,183087,23618,589481,0.0401,Alaska,April,April 2019,4 2019,2019-04-01
2019,4,5,2,410107,52904,2476087,0.0214,Arkansas,April,April 2019,4 2019,2019-04-01
2019,4,8,2,1419600,183128,4789291,0.0382,Colorado,April,April 2019,4 2019,2019-04-01
2019,4,9,2,1092889,140983,3019188,0.0467,Connecticut,April,April 2019,4 2019,2019-04-01
2019,4,10,2,401839,51837,816603,0.0635,Delaware,April,April 2019,4 2019,2019-04-01
2019,4,12,2,6893565,889270,18207522,0.0488,Florida,April,April 2019,4 2019,2019-04-01
2019,4,17,2,3009230,388191,10512479,0.0369,Illinois,April,April 2019,4 2019,2019-04-01
2019,4,21,2,443966,57272,3691561,0.0155,Kentucky,April,April 2019,4 2019,2019-04-01
2019,4,22,2,829070,106950,3799736,0.0281,Louisiana,April,April 2019,4 2019,2019-04-01
2019,4,25,2,2190469,282571,5862386,0.0482,Massachusetts,April,April 2019,4 2019,2019-04-01
2019,4,29,2,1144905,147693,5077875,0.0291,Missouri,April,April 2019,4 2019,2019-04-01
2019,4,38,2,178574,23036,617880,0.0373,North Dakota,April,April 2019,4 2019,2019-04-01
2019,4,41,2,1799126,232087,3547474,0.0654,Oregon,April,April 2019,4 2019,2019-04-01
2019,4,47,2,1076000,138804,5661532,0.0245,Tennessee,April,April 2019,4 2019,2019-04-01
2019,4,48,2,4682710,604070,23257363,0.026000000000000002,Texas,April,April 2019,4 2019,2019-04-01
2019,4,49,2,273198,35243,2484352,0.0142,Utah,April,April 2019,4 2019,2019-04-01
2019,4,51,2,2273268,293252,7094962,0.0413,Virginia,April,April 2019,4 2019,2019-04-01
2019,4,55,2,1170384,150979,4851640,0.0311,Wisconsin,April,April 2019,4 2019,2019-04-01
2019,4,2,3,1138078,51214,589481,0.0869,Alaska,April,April 2019,4 2019,2019-04-01
2019,4,5,3,3927721,176747,2476087,0.0714,Arkansas,April,April 2019,4 2019,2019-04-01
2019,4,8,3,10324100,464585,4789291,0.09699999999999999,Colorado,April,April 2019,4 2019,2019-04-01
2019,4,9,3,4317652,194294,3019188,0.0644,Connecticut,April,April 2019,4 2019,2019-04-01
